index,index,text
483,483,I stand with the new Bangladeshi Tenant Union guided by @ ChhayaCDC in their fight for housing justice . As president …
484,484,"In the year 2020 , how can a president of the United States give a State of the Union speech and not mention climate change ?"
485,485,""" Here ' s the thing about big money . That big money is very lonely because we ' ve got people on our side . The thing ab …"
486,486,"Our slogan “ Not Me , Us ” has very much become reality since I ’ ve been in D . C . for Trump ’ s impeachment trial . You all …"
487,487,I ’ m honored to have the support of @ UFCW21 . Together we ’ re going to build a movement to create a political revoluti …
488,488,Or just pass Medicare for All .
489,489,""" When Bernie is President Sanders , that deep grassroots movement will be essential to passing all those anti - corrup …"
490,490,This is a campaign for the working class — not billionaires who want to buy elections . Our fight is a fight to stop c …
491,491,Trump says he has a “ natural ability ” to handle a viral outbreak . That ' s outrageous . Our administration will listen …
492,492,"We cannot give Trump ’ s Treasury Department a blank check to bail out the airlines , cruise ships , hotels , and many o …"
493,493,Averting the climate crisis and creating 20 million jobs . Ending all forms of environmental racism . Building a go …
494,494,"Health care workers risk their lives every day to fight this pandemic , and they deserve to have their collective ba …"
495,495,We must use this time to reassess the foundational institutions of American society and determine how we go forward …
496,496,"We ’ re just two days away from the final FEC deadline before Super Tuesday . We need another 250 , 000 individual donat …"
497,497,Americans should not be paying 20 or 30 % of their incomes on health care . We must have the guts to take on the ins …
498,498,"Real change always takes place from the bottom on up , never from the top on down . # DemDebate"
499,499,"If there ever was a time for millions of people to come together and build a mass movement for justice , now is that …"
500,500,Tens of thousands of Americans die each year because they don ' t have health insurance . Hundreds of thousands go ba …
501,501,As president I will not be just the commander in chief of the military . I will be the organizer in chief of the pro …
502,502,"Dr . King put his life on the line , time and time again , in the struggle for racial , economic and social justice . L …"
503,503,I stand with the working people of the @ RaisetheWageVA coalition as they fight for a minimum wage of $ 15 an hour . W …
504,504,"I stand with @ UAW workers at Mack Trucks in Pennsylvania , Maryland and Florida as they go on strike for the first t …"
505,505,Tonight I will be hosting a livestream with doctors and nurses on the frontlines of the coronavirus pandemic . Tune …
506,506,On day one we ' ll restore the DACA program for the 1 . 8 million young people who are eligible . We will we end ICE rai …
507,507,"Our current economy , which allows for a grotesque level of income and wealth inequality and forces half of our peop …"
508,508,Young people are showing the courage to lead the fight against a climate disaster when many of our leaders won ’ t li …
509,509,"We ' re building a multiracial , multigenerational movement for real change , and that is how we are going to defeat Do …"
510,510,Trump ' s Opportunity Zone scam enriches the wealthy while millions of Americans struggle to get by . When we are in t …
511,511,Nurses are the backbone of American health care . I want to thank @ NationalNurses for not only the strong support …
512,512,People should not have to go tens or hundreds of thousands of dollars into debt to get an education . That is why I …
513,513,"In this unprecedented moment in modern American history , it is imperative that we respond in an unprecedented way . …"
514,514,"Our campaign continues to win the vast majority of the votes of younger people . In order to win in the future , you …"
515,515,"Last week I met with students from @ hgsuuaw , and this morning they began their strike . I stand with them in demandi …"
516,516,I don ' t accept a system where billionaires get tax breaks while 1 in 6 teachers must work a second job . We ' re goin …
517,517,I am honored to receive the endorsement of the Inlandboatmen ' s Union of the Pacific . Their courageous strike last y …
518,518,"If our neighbor or co - worker gets sick , we have the potential to get sick . If our neighbors lose their jobs , then …"
519,519,Today is a special day for our campaign . Rev . Jesse Jackson is one of the most transformative figures in modern Ame …
520,520,"10 , 000 Americans died waiting for Social Security Disability Insurance in 2017 . Instead of addressing this crisis , …"
521,521,"We have a big deadline coming up and an ambitious goal : 25 , 000 contributions before midnight . Chip in $ 27 or whate …"
522,522,"This Thanksgiving 500 , 000 Americans are homeless . I fight for them . 45 million are dealing with student debt and …"
523,523,Now is the time . The unprecedented crises we are living in call for an unprecedented response . If there is any …
524,524,“ We are painfully aware of the intense crisis we are in and use our voice to hold truth to power . That is exactly w …
525,525,"For 100 years , we have been talking about the need to guarantee health care for all . Now is the time to take on the …"
526,526,"Maybe I ' m old fashioned , but I don ' t believe democracy is about billionaires and corporations buying elections ."
527,527,Private insurance companies don ' t read this . . . . . . . . . . . . Medicare for All is going to save average Americ …
528,528,Dental care is a human right . Mental health care is a human right . Reproductive health care is a human right . That …
529,529,"I stand with the Mashpee Wampanoag tribe in their fight to restore lands that belong to them , and I oppose the disg …"
530,530,We are going to win because we have the agenda that speaks to the needs of working people : Health care is a human …
531,531,Congratulations to Oklahoma — which has the highest incarceration rate in the world — for commuting the sentences of 52 …
532,532,It would be outrageous for the @ MLB to simply shut down 42 minor league teams around the country that are so import …
533,533,"We will build an immigration system that is based on justice , not fear ."
534,534,"We have a corrupt criminal justice system where if you ' re a kid caught selling marijuana , you go to jail , but if yo …"
535,535,Insurance and pharmaceutical companies don ' t want you to know this . The truth is that Medicare for All will save l …
536,536,I ' m honored to receive the support of the members of @ 704afge who are under attack from a climate change - denying pr …
537,537,Trump ’ s trade deal is a giveaway to the fossil fuel industry and a disaster for the climate . As the only leading De …
538,538,When we are in the White House we will put a moratorium on deportations . Millions of immigrants like Edith living i …
539,539,Starting soon : join a supporter call with Bernie and campaign staff ! Dial 855 - 286 - 0288 to join the call at 8 pm ET …
540,540,The insurance and pharmaceutical companies are going to spend millions and millions of dollars attempting to defeat …
541,541,Think about the cruelty of our health care system . Someone is diagnosed with cancer . They are fighting for their l …
542,542,"Just as President Roosevelt fundamentally made America more equal by bringing electricity to every community , urban …"
543,543,"Unlike some of my colleagues , I voted against NAFTA . I voted against PNTR with China . What we need is a trade pol …"
544,544,No person needs to have tens of billions of dollars while others sleep out on the streets . We ' re going to tax the u …
545,545,"If you ' re able , please chip in to support Get Us PPE Fund , Feeding America , Movement for Black Lives COVID19 Mutual …"
546,546,Medicare for All now .
547,547,"Join me now for our first - ever digital rally featuring @ Neilyoung and @ dhlovelife , Jim James of @ mymorningjacket , …"
548,548,"It ' s no secret that we ' re taking on the political establishment and the big money interests , who are now running at …"
549,549,"We can become a nation where every person makes a living wage , lives in a decent home , and can get the health care …"
550,550,"Landlords cannot be allowed to raise rents to whatever they want , whenever they want . We need a tenants bill of rig …"
551,551,Happy Bandi Chhor Divas to Sikh families celebrating today . We wish you and your loved ones peace and prosperity .
552,552,5 million donations to our campaign . That would send an unmistakable message to the billionaire class that we ' re g …
553,553,"Rev . Jesse Jackson is a hero of mine . It ' s one of the honors of my life to have his support . Together , we will buil …"
554,554,"We ' re almost to 5 million individual contributions , but we ' re not quite there yet . Can you chip in before midnight …"
555,555,"When I am president , I will have the guts to appoint an attorney general who will : ✅ Break up monopolies ✅ Protect …"
556,556,“ Our priority is not only defeating Donald Trump . It ’ s defeating the system of which he is a symptom . ” - @ AOC …
557,557,What is he hiding ?
558,558,Medicare for All means never losing your health insurance if you lose your job . That is what we must guarantee to the American people .
559,559,If we are going to save this planet we must have the courage to take on the fossil fuel industry and Wall Street ' s …
560,560,It ' s outrageous that during this time essential workers are forced to work without the proper safety equipment . I s …
561,561,No one should go bankrupt due to medical bills . No one should avoid a doctor because they can ' t afford it . No one …
562,562,I cannot win the fight to restore democracy and defeat powerful special interests alone . That is why our campaign i …
563,563,"“ While Trump was vilifying Arabs and Muslims , you know what Bernie was doing ? Bernie was visiting mosques . ” – Commun …"
564,564,The workers of this nation must be taken care of during this crisis . I stand with @ UNITEHERE workers urging the bil …
565,565,Disability rights are civil rights .
566,566,"When I voted against the war in Iraq in 2002 , I feared it would lead to greater destabilization of the region . That …"
567,567,Today is primary day in : ➡ ️ Idaho ➡ ️ Michigan ➡ ️ Mississippi ➡ ️ Missouri ➡ ️ North Dakota ➡ ️ Washington Get out and vote …
568,568,"2020 will be a year in which we end corruption in Washington , in which we end greed in Washington , and a year in wh …"
569,569,The MLB is threatening to entirely eliminate Minor League Baseball . We will not sit by and let that happen . Join us …
570,570,I ' ve said it before and I ' ll say it again : you can ' t fix a corrupt system if you ' re taking its money .
571,571,"If you want to make real change and create an economy that works for all , you know what you need ? You need to take …"
572,572,"I stand with @ MaineEA and the teachers in Scarborough , Maine , who are fighting for better working conditions and a …"
573,573,We cannot keep a system that forces people with disabilities into nursing homes and institutions to pad the profits …
574,574,Henry Kissinger was one of the most destructive Secretaries of State in the history of this country . A Sanders adm …
575,575,“ We can ’ t measure society ’ s health on GDP alone or how well the richest among us are doing . The true health of a so …
576,576,"Latina women in America must work for 23 months , on average , to make what white men earn in a year . Equal pay is n …"
577,577,"Erica Garner , who died two years ago today , was an exceptional and brave young woman . She is deeply missed , and tog …"
578,578,"Tomorrow : join me and @ IlhanMN at our rally in Minneapolis , featuring a live performance by Prince ' s longtime band …"
579,579,"At the end of the day , the top 1 % may have enormous wealth and power , but they are just the 1 % . When the 99 % stand …"
580,580,"During this public health emergency and horrific pandemic , the Postal Service is needed now more than ever . Join ou …"
581,581,"The internet as we know it was developed by taxpayer - funded research , using taxpayer - funded grants in taxpayer - fund …"
582,582,"Tonight : join @ janeosanders , @ NaomiAKlein , @ kendrick38 , and @ lascafeteras for a rally in Iowa City ! RSVP here and f …"
583,583,"In California and across the country , all our people deserve a safe and decent place to live . We need a homes guara …"
584,584,The ideas I am talking about now didn ' t come to me yesterday . It ' s not because I have a pollster who told me what …
585,585,"We will get through this crisis by supporting each other and the most vulnerable . We identified new , important char …"
586,586,"Are you ready for a really , really radical idea ? People in the richest country on Earth shouldn ' t have to take fis …"
587,587,What would canceling all student debt mean for you and your family ?
588,588,@ NBCAsianAmerica We ' ll ensure we have the best data possible so we can better serve all communities . That means fix …
589,589,I ' ll be addressing Trump ' s dangerous escalation in the Middle East at 1 p . m . ET / 12 p . m . CT . Tune in here :
590,590,"Not a single person in America , the richest country on Earth , should be able to say someone they know died because …"
591,591,"Over and over , Donald Trump promised Americans that he would not cut Social Security and Medicare . He lied . When …"
592,592,"Catalyst Pharmaceuticals raised the price of a lifesaving drug from $ 0 to $ 375 , 000 . Their greed is putting lives l …"
593,593,""" He was consistent when he marched with King . He was consistent when he met me in Canton , Mississippi … fighting for …"
594,594,California voters : you MUST request a Democratic crossover ballot to vote for Bernie if you are registered No Party …
595,595,Amazon CenturyLink Chevron Deere Delta Air Lines Eli Lilly FedEx Gannett General Motors Goodyear Honeywell JetBlue …
596,596,I have met with the mothers who have lost their children in war . I have met with the people who came back without …
597,597,"If I am president , we will make it clear that whether you are rich or poor you will get the care you need . The drug …"
598,598,I appreciate Gov . Newsom taking this stand . Californians can ' t remain hostage to a profiteering corporation for a b …
599,599,Let us go forward together . The struggle continues .
600,600,"Mr . Bloomberg , like anybody else , has a right to run for president . He does not have a right to buy the presidency ."
601,601,"Our plan for education : ✅ Make public colleges , universities and trade schools tuition - free and debt - free ✅ Cancel …"
602,602,"Since it was signed into law in 1935 , Social Security has been one of the most successful programs in our history . …"
603,603,Our incredible volunteers across the country put us in a position to win . Now we need to get out the vote . So I am …
604,604,"Remember four years ago when we talked about making public colleges and universities tuition - free , and people calle …"
605,605,“ It means the world to me to be on Bernie ’ s side because I know that ’ s the right side of history . He ’ s the guy to d …
606,606,Anyone attacking Medicare for All needs to explain why we should maintain a system in which the average premium wor …
607,607,Using this health and economic crisis to union bust is morally unacceptable . I ’ m calling on @ Everlane to bring work …
608,608,"The City of Chicago must sit down with @ CTULocal1 , bargain in good faith and work out a contract that is fair and j …"
609,609,There is no justice when three billionaires are able to own more wealth than the bottom half of the entire country .
610,610,"I stand with @ voces_milwaukee today to end the criminalization of immigration . Together , we must and we will revers …"
611,611,"Thank you to the 2 , 000 people in Keene who just joined us for the largest rally in New Hampshire this primary ! Let ' …"
612,612,It is a serious issue that 1 in 4 Iowans say they haven ' t been to the dentist in the past year . Medicare for All w …
613,613,Calling voters or knocking on doors may be a little uncomfortable . That ' s okay . Getting involved in the political p …
614,614,This is what happens when we have a president who ignores scientists and puts short - term fossil fuel profits ahead …
615,615,When we are in the White House we will never stop fighting for justice and equality for all women . Join me live in …
616,616,Despair is not an option .
617,617,Estamos construyendo una coalición multirracial que es lo suficientemente poderosa como para vencer a Trump . Únete …
618,618,"If we bring together working people everywhere , we will create a nation where ALL people have a good standard of li …"
619,619,This must end . Children in America should not live in fear for their lives at school or anywhere else . We have a mo …
620,620,The coronavirus pandemic is highlighting every day the many ways in which our country leaves the poor and vulnerabl …
621,621,What is the Trump administration trying to hide ?
622,622,This is the richest country on Earth . Not a single veteran should have to sleep on the streets . Not a single veter …
623,623,I ’ m proud to endorse @ chesaboudin to be San Francisco ' s next District Attorney . In America today we have a broken c …
624,624,"As candidates , we all have disagreements , but personal attacks like this are unacceptable . The homophobic comments …"
625,625,"At this point in the campaign , we ' ve received contributions from more individuals than any candidate in the history …"
626,626,Congratulations to Canada on this important step forward . Now it is time for us to stand up to the NRA and do the s …
627,627,We must construct emergency shelters and utilize vacant lodging to provide survivors of domestic violence the shelt …
628,628,We as a nation have a moral responsibility to ensure that all Americans with disabilities have access to the progra …
629,629,The future of the planet is at stake . The only way we will solve this crisis is by building a mass movement of peop …
630,630,"It takes 22 months , on average , for Native American women to earn what white men make in a year . Not only will we e …"
631,631,This is appalling and cruel . When we are in the White House we will not rest until all children separated from the …
632,632,Homelessness isn ’ t a crime . It ’ s a symptom of the greed that is destroying housing in America . When we are in the …
633,633,"This campaign condemns racist bullying and harassment of any kind , in any space . We are building a multiracial move …"
634,634,"Political elites wonder why so many young people support our campaign . If you listen to young people , you ' ll hear …"
635,635,"Tonight , join me for a fireside chat from my home in Burlington to discuss our vision for the country . I ’ ll be taki …"
636,636,“ My belief is that so many Native Americans are behind Bernie because he is so authentic and doesn ’ t let big - money …
637,637,We can win the nomination but I cannot do it without you . The polls are currently open in South Carolina . Can you m …
638,638,Wow ! Thank you Exeter for coming out on a cold day to be a part of this movement . We can win the New Hampshire pr …
639,639,"Tonight , the American people will see Joe Biden and myself on a debate stage , one - on - one , debating the solutions to …"
640,640,It is time ask the question of who owns the power in this country . # DemDebate
641,641,"We are building the diverse and enthusiastic movement that will not only win this primary and defeat Trump , but wil …"
642,642,"I am proud to have the endorsement of @ OsopePatrisse . Together , we will pass Measure R , end the criminalization of …"
643,643,Tax the billionaires .
644,644,""" [ Bernie ] is not running as a politician . He ' s running as one leading a movement . "" - Rev . Al Sharpton"
645,645,Donald Trump is attacking us because he knows we will beat him in the general election .
646,646,We are the strongest campaign to defeat Trump . Or Pence . Or whoever the Republicans put up .
647,647,"We are so close to the Iowa caucuses and I need your help to ensure we are successful . Join me , @ AOC and @ MMFlint l …"
648,648,"In just over 50 days , the first votes will be cast to decide the Democratic nominee . We are in a position to win . C …"
649,649,"Thank you @ LUCHA_AZ for your endorsement ! You know what I know : to transform this country and bring about economic , …"
650,650,We will cancel student debt . We will make public colleges and universities tuition - free . We will make historic inve …
651,651,A Green New Deal will not only prevent climate catastrophe . We will create 20 million jobs and invest $ 16 trillion …
652,652,What sacrifices have you had to make in order to afford health insurance ?
653,653,"While essential workers put their lives on the line and working families have to choose between food and medicine , …"
654,654,In the fight against climate change we have a choice : protect fossil fuel profits or protect our children . I choose to protect our children .
655,655,"I want to congratulate @ AmyKlobuchar for running a strong , issues oriented campaign . I hope her supporters will joi …"
656,656,"Two years after Roe v . Wade was decided Joe Biden said : "" I don ’ t like the Supreme Court decision on abortion . I thi …"
657,657,"I am honored to receive the endorsement of @ CalOrganize , and am grateful for their work . Together , we are going to …"
658,658,"The American people deserve better than a cruel , corporate - run health care system that bankrupts people for getting …"
659,659,Insulin is the difference between life and death for millions of Americans with diabetes . A vial costs just $ 6 to …
660,660,"I ' m very tired of hearing from conservatives who want "" small government "" and to get the government off people ' s bac …"
661,661,It is not acceptable for Americans to need two or three jobs to put food on the table . It ' s not acceptable that ha …
662,662,"I am proud to have the support of Mayor @ lizfromsela . Together , we will create a nation that leads the world in rac …"
663,663,@ NBCAsianAmerica I support a family - based immigration system grounded in civil and human rights . We will : ☑ ️ Prote …
664,664,"Once a vaccine for coronavirus is developed , it should be free ."
665,665,There are only 22 days until the Iowa Caucus . It ' s time to get rolling . Can you take a trip to help our campaign wi …
666,666,The decision by Manchester ' s Board of Aldermen and @ MayorJoyceCraig to stand up for refugees is exactly what commun …
667,667,"The War on Drugs has been a disaster . We need to legalize marijuana nationwide , invest in the communities that have …"
668,668,The decision to get an abortion is for a woman to make with her doctor — not extremist politicians who want to contro …
669,669,"As you know , I don ' t spend my time traveling to ask big donors for money . We won ' t have a super PAC . And I ' m not …"
670,670,More than 45 million Americans struggle with $ 1 . 6 trillion in student debt . We must cancel all student loan paymen …
671,671,Cancel all student debt .
672,672,"At a time when Donald Trump continues to divide up our country and terrorize immigrants , we need more leaders like …"
673,673,Joe Biden voted for NAFTA . He voted for PNTR with China . That is not the kind of record that will defeat Trump . Joi …
674,674,I don ' t understand how politicians can hear stories like these and not think our health care system is barbaric . O …
675,675,Are you willing to fight for someone else as much as you ' re willing to fight for yourself ? That ' s how we build a n …
676,676,. @ TakeActionMN is driving progressive change across the state . We are proud to work with this incredible organizati …
677,677,Nurses are the backbone of American health care . They not only deserve our gratitude and respect . They must be guar …
678,678,"Trump promised "" insurance for everybody . "" Instead , nearly 500 , 000 children have lost health insurance since he took …"
679,679,"I ' m humbled and proud to have Rev . Jesse Jackson , Sr . by my side in the fight to expand voting rights , create a sin …"
680,680,Our country is facing a medical and economic crisis the likes of which we ' ve not seen in generations . Our response …
681,681,"It would make the private insurance companies very , very angry if you retweeted this ."
682,682,I agree with @ ewarren that our response to the COVID - 19 crisis must include a robust plan to protect the right to v …
683,683,"I have experienced hard - won elections and tough losses , but it would never occur to me in a million years to rig an …"
684,684,The coronavirus does not differentiate based on immigration status and our economic and health response must not ei …
685,685,I pledge to pass a Green New Deal and appoint an Attorney General who will prosecute the fossil fuel executives who …
686,686,"Rep . @ Ilhan Omar has stood up to some of the ugliest racism thrown at a member of the United States Congress , and s …"
687,687,""" I am endorsing Amo Bernie Sanders because he ' s not gonna sell us out . He understands that it ' s not just about poli …"
688,688,Trump ' s dangerous escalation brings us closer to another disastrous war in the Middle East that could cost countles …
689,689,"We are launching our Muslims for Bernie organizing program ! Join us for our first strategy webinar this Sunday , Nov …"
690,690,Congress just passed a $ 738 billion defense package . We spend more on defense than : China Saudi Arabia Russia Indi …
691,691,"Our country is facing its worst crisis in modern history . Congress must pass , in the very near future , the boldest …"
692,692,Bernie speaks for the first time in New Hampshire after early returns show him winning the popular vote in Iowa cau …
693,693,""" When Bernie talks about this being a global crisis where we need to come together as one planet , this is what he m …"
694,694,Here ' s a pretty reasonable idea : getting an education shouldn ' t mean that you ' re in debt for the rest of your life .
695,695,There is no job I would undertake with more passion than bringing people together around an agenda that works for e …
696,696,Help us keep winning ! Chip in at now .
697,697,"An authoritarian dictator who murders journalists , tortures women activists and starves thousands of children shoul …"
698,698,Donald Trump will have nearly unlimited money from billionaires and the top 1 % . We have something far more powerful …
699,699,""" When we talk about consequences , it ' s my generation . It ' s our people who are going to be living in a world that i …"
700,700,"In a Bernie Sanders administration , we will restore workers ’ rights to bargain for better wages , benefits , and work …"
701,701,""" I trust him to fight for all of us in spite of it being hard . "" – @ PramilaJayapal"
702,702,It is outrageous that Donald Trump continues to push a racist travel policy that dehumanizes immigrants and their f …
703,703,"If you want real change in health care , you have to take on the insurance companies and their greed . You have to t …"
704,704,"If you want to vote for Bernie in the California Democratic primary and registered No Party Preference ( NPP ) , you M …"
705,705,We are all thinking of Ady today . Thank you for never backing down in the fight to guarantee health care to all peo …
706,706,There are a lot of lies peddled by the insurance and drug industries about Medicare for All . Don ' t believe them . …
707,707,Our movement is about more than electing a president . It is about democracy versus oligarchy . Millions of us are st …
708,708,It is outrageous and unsustainable that we have a health care system which ties your health care to your employment …
709,709,Unlike Trump we will not demonize Latinos . We are building a multiracial coalition that is going to defeat him and …
710,710,"I ' m honored to receive the endorsement of @ CCIAction . Together , we ' re going to win the Iowa caucus and defeat Trump …"
711,711,"There is no freedom without economic security . When we are in the White House , we will guarantee all of our people …"
712,712,"Thank you to Virginians for making history by standing up for health care , gun safety and voting rights , and for se …"
713,713,Maybe I ' m old fashioned . But I believe we should have a president who believes in the United States Constitution .
714,714,"We ' re not just trying to win an election . We ' re building a multiracial , intergenerational , working class movement t …"
715,715,It ' s going to be a real pleasure defeating you .
716,716,The struggle for civil rights is the struggle of a lifetime . Our time to stand up and fight is now . That ' s what thi …
717,717,"In a nation which has far too much violence and murder , we ’ re going to end capital punishment ."
718,718,Money in politics is at the heart of the corruption we see today . To get big money out of politics we will : ✔ ️ Ban …
719,719,# WithTheseHands we can have Medicare for All . # WithTheseHands we can have a Green New Deal . # WithTheseHands we ca …
720,720,Demagogues like Trump try to divide us up . Our movement is about coming together to create a nation where every per …
721,721,"Ken Langone , the billionaire founder of the Home Depot , wants to know what we ' ll do for working people . First of a …"
722,722,Wishing a safe and happy Thanksgiving to you and your loved ones . We are grateful for the millions of people who ar …
723,723,I ' ll be giving remarks tonight at 7 : 15 p . m . ET on how we can respond to the growing coronavirus crisis in a way tha …
724,724,The current health care system is fatally flawed . Your health care cannot simply be an employee benefit . It must be …
725,725,Utterly shameful . This is not what America is supposed to be about . Under my administration we will not turn our ba …
726,726,"It should be much easier , in Iowa and across the country , for workers to form a union . I ’ m proud to stand with thes …"
727,727,Our children and grandchildren not only deserve a habitable planet . They deserve a thriving economy and a nation t …
728,728,"Until 1967 , you could bank at your local post office in the U . S . At one point our postal banks serviced 4 million c …"
729,729,"Our movement will defeat Trump because we not only have a multiracial , multicultural , multigenerational movement . W …"
730,730,I can ' t be in Iowa tonight . But @ iPhilSomething just showed Iowa City the power of fighting for someone you don ' t k …
731,731,""" The current president has evoked a ton of violence towards my community and I can ' t stand still and watch us re - el …"
732,732,Hahahahaha . That ' s some real class solidarity . I ’ m impressed by that grassroots movement . Our campaign on the othe …
733,733,Joe Biden has received contributions from more than 60 billionaires . Does anybody think that we ' re going to bring …
734,734,I ' m tired of a political and economic system that lets the billionaire class rig the system in favor of themselves …
735,735,"If you live in . . . AL , AR , AZ , CO , FL , GA , ID , IL , MA , ME , MI , MN , MO , MS , NC , ND , OH , OK , TN , TX , UT , VA , VT , WA …"
736,736,"Insulin costs 10 times more in the U . S . than in Canada . For the same damn product made by the same damn company , A …"
737,737,This campaign is not just about me . It ' s about us .
738,738,Join me live as we discuss the government response to the coronavirus and the actions required going forward .
739,739,IN ~ 20 MINUTES : Our Campaign Manager @ fshakir will be coming to you live from New Hampshire with an update on the campaign . Tune in !
740,740,"We must move forward in terms of economic , social , racial and environmental justice , guarantee human rights and end …"
741,741,"I am the son of an immigrant and here is my promise : On day one , we will rescind all of Trump ’ s hateful and racist …"
742,742,"I ' m honored to be endorsed by New York State Senators @ jessicaramos , @ LuisSepulvedaNY and @ SenGianaris . Together , w …"
743,743,"In the United States of America , one job should be enough to earn a decent living ."
744,744,"When only 1 in 3 African Americans who need mental health care receives it , it ’ s critical that we have the leadersh …"
745,745,"If you know people in Idaho , Michigan , Mississippi , Missouri , North Dakota , or Washington , use the BERN app to send …"
746,746,Our campaign has now received 8 . 7 million contributions — surpassing the number of contributions during our entire 20 …
747,747,Both growing up in a family that didn ' t have a whole lot of money and being Jewish profoundly influenced the views …
748,748,We are more than halfway to our goal of 2 million calls to voters before the end of the month . That is incredible . …
749,749,I want to thank @ NationalNurses for their strong support of our campaign . Let me be very honest : I love nurses bec …
750,750,Last night ' s bill included the largest expansion of unemployment benefits in history . We will still need to go much …
751,751,The South Carolina primary is tomorrow and Super Tuesday is in four days . The only way we ' ll win is together . Can y …
752,752,I ' ve got news for the Republican establishment . I ' ve got news for the Democratic establishment . They can ' t stop us .
753,753,It is not freedom when you have to work three jobs just to survive . It is time to say that real freedom must includ …
754,754,What does the future look like if we do not get our act together ? Look at Australia burning before our eyes . Look …
755,755,What we are proving on this campaign is that one does not need to beg the wealthy and the powerful for campaign con …
756,756,Tune in live to our # FiresideChat now :
757,757,I ' m asking you to join this movement not just to support me . I ' m asking you to join this movement to stand with th …
758,758,. @ Elliottmgmtcorp has a long history of eliminating jobs and union - busting . Now the company owns part of AT & amp ; T and 3 …
759,759,We don ' t have any billionaires funding our campaign . We stand with the working class of this country . Join us in th …
760,760,"If we can bail out large corporations , we can damn well save the Postal Service from going bankrupt because of this …"
761,761,There is no middle ground in terms of dealing with climate change . This is about millions of people losing their ho …
762,762,"Trump says the economy is doing great . If you ’ re a billionaire , he ’ s right ! It ' s not doing so well if you ’ re one of …"
763,763,I ' m joining Amazon workers to demand : ✅ Paid sick leave for ALL ✅ 1 . 5x hazard pay ✅ Childcare pay and subsidies ✅ Stop …
764,764,Don ' t underestimate us .
765,765,"We ' re going to defeat Donald Trump , or Mike Pence , or whomever else the Republicans put up . But we need your help …"
766,766,On day one of our administration we will immediately reinstate and expand DACA .
767,767,"We must move forward on a fourth coronavirus stimulus package . This bill must protect workers , not hand out more c …"
768,768,"For 50 years , @ NARAL has defended the fundamental right of women to control their own bodies . I ' m proud to stand wi …"
769,769,"We will not defeat Trump with a candidate like Joe Biden who voted for the Iraq War , tried to cut Social Security a …"
770,770,"The last I heard , dental care is health care . That ' s why we cover it as a right under Medicare for All ."
771,771,"In this unprecedented moment in modern world history , amidst massive fear and anxiety , I will do all that I can to …"
772,772,"When you mark "" Bernie Sanders "" on your ballot , you ' re not just voting for me . You ' re voting to fight for millions …"
773,773,"Immigration is personal to me . My father , Eli , immigrated from Poland to flee poverty and persecution . The rest of …"
774,774,"The way you win an election at this time in history is not the same old , same old . You have to inspire people . Yo …"
775,775,I ' m looking forward to sharing our vision for transforming this country at the next debate . I am lucky to have gre …
776,776,“ We should not be scared of what will happen if we try . We should be scared of what will happen if we don ’ t . ” – @ AOC
777,777,"It is absolutely barbaric that "" medical debt "" even exists in the richest country on Earth . We ' re going to eliminate all of it ."
778,778,"“ I believe in him , and he is the people that I grew up with . He is those working class people and I know that he ’ s …"
779,779,We cannot be a country that forces our people to choose between rent and food in a pandemic . During this crisis we …
780,780,Amazon should pay more than $ 0 in federal income taxes .
781,781,It ' s simple : we need a Green New Deal because our kids and grandkids deserve a habitable planet .
782,782,The NCAA will fight any attempt to share their billions with players . College athletes are workers . They deserve pa …
783,783,"Thank you @ theaanews ! Together , we will build a nation that is based on love and justice , not greed and hatred ."
784,784,"Greedy , corrupt fossil fuel corporations created the climate crisis . We will make them pay to stop it ."
785,785,I am once again asking for your financial support . We have about an hour left before our last FEC deadline before …
786,786,We will no longer tolerate teachers all over America having to work two or three jobs to get by . I was proud to sta …
787,787,Please read these replies . Our corporate - run health care system is killing Americans and drowning people in debt . W …
788,788,. @ Uber drivers have the right to unemployment benefits . Uber must provide their wage data to state labor department …
789,789,"Young people are far more powerful than they know . With their help , we ’ re going to save the planet and transform th …"
790,790,"Access to the internet is a necessity in today ' s economy , and it should be available for all . It must be treated as the new electricity ."
791,791,I refuse to stand by and watch as @ MLB eliminates 42 minor league teams . We ' re fighting back and demanding they pay …
792,792,"We can ' t defeat Trump and transform this country without the help of students . Before the deadline Sunday , apply to …"
793,793,The crisis we face from coronavirus is on the scale of a major war . Read our principles for responding to the heal …
794,794,We cannot keep a system that forces people with disabilities into nursing homes and institutions to pad the profits …
795,795,Are you prepared to stand up for the undocumented ? Are you prepared to stand up to racism ? Are you prepared to stan …
796,796,"Unlike Donald Trump I do not believe the children of America should go hungry . We ' re going to guarantee universal , …"
797,797,We don ' t have billionaires funding us . Our progressive agenda can ' t become reality without our grassroots movement . …
798,798,At this moment in our history despair is not an option . I ' ve got four kids and seven grandchildren . I can ' t give up . You can ' t give up .
799,799,"I stand with @ Culinary226 fighting for health care , a pension and fair wages . Making $ 780 million in profit , …"
800,800,"We must get our priorities right . We must invest in the needs of America , not spend trillions more on endless wars ."
801,801,Workers should never have to choose between feeding their families and paying for their health insurance . I ' m proud …
802,802,This is our time to create an America that works for all of us and not just the few . Chip in any amount to support …
803,803,We have to end Trump ' s corruption and set a precedent for history . But we cannot and must not turn our backs on the …
