index,index,text
432,432,John Kerry and Senator Chris Murphy grossly violated the Logan Act with respect to Iran . If a Republican did what t …
433,433,. . . . . Could be as high as 15 Million Barrels . Good ( GREAT ) news for everyone !
434,434,"Mike Huckebee , a great guy , said the President should appoint me Treasury Secretary . China and OPEC would not be happy ."
435,435,Congresswoman Kay @ GrangerCampaign has worked hard for Texas and been a strong supporter of our # MAGA Agenda . She ’ s …
436,436,"It is not the fault of Iowa , it is the Do Nothing Democrats fault . As long as I am President , Iowa will stay where …"
437,437,". . . transcripts of my calls with President Zelensky are all the proof that is needed , in addition to the fact that P …"
438,438,NYC should hold a parade for returning Iraq and Afghanistan veterans .
439,439,"China , OPEC , Russia and Iran no longer respect us - - @ BarackObama ' s foreign policies have proved that weakness is provocative ."
440,440,". . . “ Testing , Testing , Testing , ” again playing a very dangerous political game . States , not the Federal Government , …"
441,441,We have just purchased many Ventilators from some wonderful companies . Names and numbers will be announced later today !
442,442,"Thanks Linda , but they were really good last night !"
443,443,"To the people of South Carolina , Tom Steyer is a joke , laughed at by everyone , a total incompetent . He made money i …"
444,444,The Al Qaeda flag is now flying over Benghazi . @ BarackObama spent over $ 3Billion of our money for this ?
445,445,The US is always getting ripped off ! China gets cheap oil from Iran and Iraq as US pays for Hormuz Patrols to ( cont )
446,446,The Federal government spent over $ 3 . 7 trillion last year . This is unsustainable and a true danger . The American dream is being destroyed .
447,447,Crude is at $ 85 right now – isn ’ t even worth half that . OPEC is ripping us off .
448,448,See what I have to say about Iran and Iraq in today ' s # trumpvlog . . .
449,449,"In order to get elected , @ BarackObama will start a war with Iran ."
450,450,". . . . on all Trump , or Trump related , matters ! While “ elections have consequences ” , I only ask for fairness , especial …"
451,451,"The Do Nothing Democrats and their leader , the Fake News Lamestream Media , are doing everything possible to hurt an …"
452,452,China ' s business interests reach far and wide - - - even domestically within our borders . We need to reassess our relationship .
453,453,"The habitual vacationer , @ BarackObama , has sacrificed so much . He is delaying his 17 day Hawaii vacation a couple of hours ."
454,454,Reporter @ AlHunt is one boring and low vision guy !
455,455,THANK YOU @ BillCassidy for all of your support with our # MAGA Agenda . You are doing an outstanding job representing …
456,456,My thoughts on last night ' s meeting with @ SarahPalinUSA in today ' s # trumpvlog . . .
457,457,Could this be my newest apprentice ? . . . Enter the contest . .
458,458,# TimeToGetTough The crowd at the book signing at Trump Tower in NYC right now . . .
459,459,Concast ( @ NBCNews ) and Fake News @ CNN are going out of their way to say GREAT things about China . They are Chinese …
460,460,Staff Sgt . Salvatore A . Giunta received the Medal of Honor from Pres . Obama this month . It was a great honor to have him visit me today .
461,461,My @ FoxNews interview with @ gretawire where I discuss my potential GOP endorsement and the NH primary
462,462,There was no need for violence at the OWS protests . Some are looking to make trouble . Time to go home .
463,463,". @ JRubinBlogger ( Jennifer Rubin ) , the wacko “ conservative ” of the @ washingtonpost , must learn how to spell the name …"
464,464,“ Judge Jackson now has a request for a new trial based on the unambiguous & amp ; self outed bias of the foreperson of th …
465,465,"Congressman @ DaveJoyceOH14 is a tremendous fighter for the Great State of Ohio ! He is Tough on Crime , our Border , S …"
466,466,@ BarackObama is holding Taiwan ' s request for 66 advanced F - 16 ' s . Wrong message to send to China .
467,467,"Congress should get back to Washington , but @ BarackObama doesn ' t want to interrupt his vacation in Martha ' s Vineyard ."
468,468,“ The Democrats have now conceded that President Trump has not committed a crime . ” @ AriFleischer
469,469,@ BarackObama MUST release a budget before @ johnboehner begins negotiations on a continuing appropriations resolution .
470,470,"Our new Miss USA , Alyssa Campanella , came up to my office today for a visit . We ' re proud to have her as our new title holder ."
471,471,Let ' s not start celebrating over Libya until we see who takes over .
472,472,"“ On February 19th there was a Democratic Debate , in Las Vegas . Three words weren ’ t said : Virus , CoronaVirus , or COV …"
473,473,"With the courage of our doctors and nurses , with the skill of our scientists and innovators , with the determination …"
474,474,"“ Ever since ( Mini Mike ) Bloomberg ’ s bad debate performances , his support has dropped . ” @ abcnews Dropped a lot . Onl …"
475,475,A really great moment !
476,476,"USMCA is a cutting edge state of the art agreement that protects , defends and serves the great people of our Countr …"
477,477,HAPPY EASTER !
478,478,"@ marcorubio is right . We need to create more taxpayers , not more taxes . CUT , CAP AND BALANCE ."
479,479,"If the Wall Street Journal “ Editorial ” writers had called , as they should have , they would have easily found that I …"
480,480,Will someone please explain to the Fake News New York Times ( ALL THE NEWS THAT ’ S NOT FIT TO PRINT ) that the Democra …
481,481,“ Anti - Trump Network @ CNN doing whatever it can to stoke a national Coronavirus panic . The far left Network pretty m …
482,482,"Mini Mike Bloomberg ’ s consultants and so - called “ advisors ” ( how did that advice work out ? Don ’ t ask ! ) , are on the “ g …"
483,483,The top media and production team ! RT @ Newsmax_Media : Former CNN Chief Heads Up Newsmax ION Debate
484,484,ON MY WAY !
485,485,"Bob Turner - - great guy , great businessman , will be a great Congressman . Was happy to help him win ."
486,486,GREAT NEWS ! # KAG2020 🇺 🇸
487,487,. . . . THE UNITED STATES IS OPEN FOR BUSINESS !
488,488,"Why are we building a $ 1Billion embassy in Iraq when the country kicked us out , didn ' t give us any oil & is about to get taken over by Iran ?"
489,489,"“ If you don ' t have problems , you ' re pretending or you don ' t run your own business . ” – Donald J . Trump"
490,490,""" Everyone makes mistakes , but it ' s what you do with them and what you learn from them that matters . "" - - Midas Touch"
491,491,USA STRONG !
492,492,"The most often used phrase in the Lamestream Media , by far , is “ sources say ” , or “ officials who spoke on the condit …"
493,493,Did you hear the latest con job ? President Obama is now trying to take credit for the Economic Boom taking place un …
494,494,"Happy Birthday to Melania , our great First Lady !"
495,495,". . . . because they don ’ t know how to win , and their so - called Lincoln Project is a disgrace to Honest Abe . I don ’ t kn …"
496,496,"This took place in the Rose Garden , just coming out of a cold Winter !"
497,497,Fake News @ CNN & amp ; MSDNC keep talking about “ Lt . Col . ” Vindman as though I should think only how wonderful he was . Ac …
498,498,"Looking forward to the 2010 Miss USA Pageant , Sunday May 16 on NBC , 7 p . m . ET , hosted by Curtis Stone and Natalie Morales ."
499,499,"My @ FoxNews interview with @ gretawire discussing "" Habitual Vacationer "" @ BarackObama , the economy and the GOP"
500,500,"We are marshalling the full power of government and society to achieve victory over the virus . Together , we will en …"
501,501,". . . . Democrats talking point is that we are doing badly . If the virus disappeared tomorrow , they would say we did a …"
502,502,This is so true !
503,503,“ A lot of people feel defeated . . . Trump always wins . It seems like nothing can stop him . ” Danny Villazon @ nytimes …
504,504,# TimeToGetTough : Making America # 1 Again - - my new book - - available today . The book both China and OPEC do NOT want you to read .
505,505,"I will be signing my Executive Order prohibiting immigration into our Country today . In the meantime , even without …"
506,506,Thank you !
507,507,Congressman Chris Stewart ( @ StewartforUtah ) is a tremendous fighter for Utah . He served our Country in the U . S . Air …
508,508,". . . . many more mistakes of judgement , gets fired because frankly , if I listened to him , we would be in World War Six …"
509,509,"Larry , I am not surprised that Candace was great . I would only be surprised if she wasn ’ t great !"
510,510,The new edition of The Apprentice will be on Thursdays this fall at 10 pm ET - - - I ' m putting people back to work !
511,511,"US should have told Libya "" Rebels "" - - - give us 50 % of your oil for our military support ."
512,512,THANK YOU IDAHO ! # KAG2020
513,513,. . . . fraud @ donnabrazile ( and others who are even worse ) . Chris Wallace is nastier to Republicans than even Deface t …
514,514,"Absentee Ballots are a great way to vote for the many senior citizens , military , and others who can ’ t get to the po …"
515,515,My thoughts on the speech in New Hampshire in my # trumpvlog Also you can watch the speech at
516,516,I want to personally congratulate President Obama and the men women of the Armed Forces for a job very well ( cont )
517,517,". . . . The reason for this is that the Do Nothing Democrats , using disinformation Hoax number 7 , don ’ t want Bernie San …"
518,518,"So now the Fake News @ nytimes is tracing the CoronaVirus origins back to Europe , NOT China . This is a first ! I wond …"
519,519,"To all of our youth who are missing the start of their @ LittleLeague seasons , hang in there ! We will get you back o …"
520,520,"Charlie , I always knew you are brilliant !"
521,521,"Save your time @ rosie and focus on your horrible ratings , and don ' t mention my name on talk shows anymore or you will get more of the same ."
522,522,Please read and watch a recent trip made to Trump Vineyard Estates by @ EricTrump
523,523,. . . . Bill has my Complete and Total Endorsement !
524,524,Will be interviewed on @ foxandfriends at 7 : 55 A . M . USA STRONG !
525,525,I NEVER said people that are feeling sick should go to work . This is just more Fake News and disinformation put out …
526,526,"China does not negotiate from a position of strength , we simply negotiate against ourselves . We have all the advantages but don ' t execute ."
527,527,"Due to popular demand , CNN will re - broadcast the Larry King Live show I hosted in June , in which I interview Larry . Monday July 5 , 9 pm CNN"
528,528,A good example of how our country wastes money . . . # trumpvlog
529,529,. @ foxandfriends We now have many Ventilators to spare . Thank you to all !
530,530,Thank you to all of the incredible Law Enforcement Officers in South Carolina tonight . We love you !
531,531,@ JonHuntsman has zero chance of getting the nomination . Whoever said I wanted to meet him ? Time is money and I don ' t waste mine .
532,532,My appearance on The View . . . and
533,533,"The Radical Left , Do Nothing Democrats , don ’ t want justice when pushing the Impeachment Hoax , they only want to des …"
534,534,The Mar - a - Lago Club has the best meatloaf in America . Tasty .
535,535,"My Administration is with you all of the way , Tennessee . We love you !"
536,536,"The United States will be powerfully supporting those industries , like Airlines and others , that are particularly a …"
537,537,"Praying for Ryan Newman , a great and brave @ NASCAR driver ! # PrayingForRyan"
538,538,The unemployment numbers released later this week will show no job growth . We must start making our own products again . # TimeToGetTough .
539,539,"Crude is at $ 100 / Barrel . With the current state of the world economy , how is that possible ? OPEC is ripping of … ( cont )"
540,540,"A clip of my upcoming interview with @ DavidBrody discussing # TimeToGetTough , @ Israel and the Islamist winter"
541,541,"The Fake News Media and their partner , the Democrat Party , is doing everything within its semi - considerable power ( …"
542,542,"I want to answer more of your questions in my next video blog , tweet me . . . ."
543,543,Who ' s your pick - - @ bretmichaels or @ hollyrpeete ? Vote now on Ivanka ' s new Facebook page !
544,544,My interview with @ IngrahamAngle discussing the Newsmax - @ iontv debate and # TimeToGetTough
545,545,"There has never been , in the history of our Country , a more vicious or hostile Lamestream Media than there is right …"
546,546,"My @ FoxNews interview on @ gretawire discussing "" The China Curse """
547,547,White House news conference today at 5 : 00 P . M . Eastern . Thank you !
548,548,HAPPY PRESIDENT ’ S DAY !
549,549,“ The real winner last night was Donald Trump . ” Mini Mike Bloomberg . I agree !
550,550,Reporters say it ' s the Trump Bump - - - I tell CNBC I am buying stocks - - - and the market goes up .
551,551,Why is crude oil priced at $ 86 / Barrel ? OPEC is ripping us off . Not worth $ 30 / Barrel . America needs new leaders .
552,552,My thoughts on this week ' s episode of The Celebrity Apprentice . . .
553,553,Advertising in the Failing New York Times is WAY down . Washington Post is not much better . I can ’ t say whether this …
554,554,I LOVE ALABAMA !
555,555,"ObamaCare does indeed ration care . Seniors are now restricted to "" comfort care "" instead of brain surgery . Repeal now !"
556,556,The Supercommittee is a disaster . The Republicans made a crucial mistake agreeing to this debt deal . They hat … ( cont )
557,557,America needs a President who can negotiate better deals for the American People .
558,558,Watched the first 5 minutes of poorly rated Morning Psycho on MSDNC just to see if he is as “ nuts ” as people are sa …
559,559,THE BEST IS YET TO COME !
560,560,So true !
561,561,"For the purpose of creating conflict and confusion , some in the Fake News Media are saying that it is the Governors …"
562,562,“ This is what Democrats have done . They want to create the idea that there is all this smoke so people think there ’ …
563,563,Mark your calenders for August 23rd :
564,564,Tell the Democrat Governors that “ Mutiny On The Bounty ” was one of my all time favorite movies . A good old fashione …
565,565,प ् रथम मह ि ल ा और म ै ं इस द े श क े हर न ा गर ि क क ो एक सन ् द े श द े न े क े ल ि ए द ु न ि य ा क ा 8000 म ी ल क ा चक ् कर लग ा कर यह ा ं आय े ह ै ं l अ …
566,566,". . . . secondly , he is fulfilling every promise he made , and that is making his opponents apoplectic . They ’ re trying t …"
567,567,"Vote today , Tuesday , for highly respected Republican , Justice Daniel Kelly . Tough on Crime , loves your Military , Ve …"
568,568,". . . . a foreign power , engaged in clandestine intelligence activities , and yet they still asked for the renewal , two …"
569,569,"Coming up soon : The two hour premiere of The Apprentice . Next Thursday , September 16th , at 9 pm on NBC ."
570,570,The OWS protesters are doing nothing to advance the interests of the 99 % . Time for them to go home !
571,571,"The @ nytimes story is a Fake , just like the “ paper ” itself . I was criticized for moving too fast when I issued the …"
572,572,"The Miss Universe Pageant will be on August 23 ( 9 - 11 p . m . on NBC , ET ) with Bret Michaels and Natalie Morales to co - host , live from Las Vegas"
573,573,"There must be JUSTICE . This can never happen to a President , or our Country , again !"
574,574,"The Mullahs laughed when @ BarackObama "" asked "" Iran to return our drone - - they will show it to China first ."
575,575,"On # NationalDoctorsDay , we recognize the remarkable men & amp ; women who treat their fellow Americans , find cures for th …"
576,576,China demanded that we raise our debt ceiling and then their rating agency downgraded us . Our leaders are hope … ( cont )
577,577,"No matter what you give to the Radical Left , Do Nothing Democrats , it will never be enough !"
578,578,"@ BarackObama said yesterday that we have "" gone soft . "" How can the world respect us when our own President doesn ' t ?"
579,579,Go Admiral Ronny !
580,580,"The Impeachment Hoax will be exposed . Crazy Nancy gets Nothing Done , that ’ s why she got thrown out as Speaker the f …"
581,581,Be sure to watch The Celebrity Apprentice on Sunday at 9 pm on NBC . It ' s an episode you ' ll want to see - - - and one you won ' t forget !
582,582,"These were Mueller prosecutors , and the whole Mueller investigation was illegally set up based on a phony and now f …"
583,583,I am meeting with the major pharmaceutical companies today at the White House about progress on a vaccine and cure . Progress being made !
584,584,Close race in Kansas !
585,585,"I gave up on Drudge ( a really nice guy ) long ago , as have many others . People are dropping off like flies !"
586,586,"All the hotels currently open in the Trump Hotel Collection have been nominated for Travel & Leisure ' s "" World ' s Best Awards 2011 "" . . . . ."
587,587,Tune in tonight at 10 pm on NBC for another exciting episode of The Apprentice - - and see the Dog Whisperer make an appearance .
588,588,Sleepy Joe Biden ’ s victory in the South Carolina Democrat Primary should be the end of Mini Mike Bloomberg ’ s Joke o …
589,589,Any fair minded person watching the Senate trial today would be able to see how unfairly I have been treated and th …
590,590,The UN is about to use its Assembly to attack @ Israel . We should defund the UN entirely if they can ' t act resp … ( cont )
591,591,Mini Mike is a short ball ( very ) hitter . Tiny club head speed . KEEP AMERICA GREAT !
592,592,Thank you Brad !
593,593,Thank you Gayle !
594,594,"Thank you @ GovBillLee . We are a phone call away , and here for you !"
595,595,Check out the last webisode www . youtube . com / user / mattressserta in our 3 part series featuring me with Serta . Which one was your favorite ?
596,596,"Thanks to our pro - worker , pro - American economic policies , unemployment is at the lowest level in more than 50 years …"
597,597,"Just watched Mike Wallace wannabe , Chris Wallace , on @ FoxNews . I am now convinced that he is even worse than Sleepy …"
598,598,@ THeCelebrityApprentice cast is set - - - the best we ' ve ever had . Shooting starts in 2 weeks - - - airs in February .
599,599,"I must admit that Lyin ’ Brian Williams is , while dumber than hell , quite a bit smarter than Fake News @ CNN “ anchorm …"
600,600,THANK YOU ALABAMA ! # KAG2020
601,601,The Republicans were out maneuvered once again in the payroll tax debacle . They just can ' t seem to get it ( cont )
602,602,GAME OVER !
603,603,Thank you !
604,604,""" Beyond simple justice , and beyond reducing our national debt , another advanage of taking the oil is that it ( cont )"
605,605,Getting a little exercise this morning !
606,606,If speeches and memoirs created jobs then @ BarackObama would be Ronald Reagan .
607,607,I will be having a White House Press Conference today at 5 : 45 P . M . Thank you !
608,608,What a shock ! The U . S . Capitol Christmas tree pays homage @ BarackObama but failed to mention Jesus .
609,609,Barney Frank looked disgusting - - nipples protruding - - in his blue shirt before Congress . Very very disrespectful .
610,610,Watch me on Late Night with Jimmy Fallon tomorrow night at 12 : 35 a . m . on NBC - - I ' ll be making a big announcement !
611,611,Congratulations and thank you to our great Vice President & amp ; all of the many professionals doing such a fine job at …
612,612,"I appreciate the kind words of Mike Huckabee , a fine American"
613,613,The New York Times changed headlines 3 times in order to satisfy the Radical Left . What should have been a good sto …
614,614,Why is the UN condemning @ Israel and doing nothing about Syria ? What a disgrace .
615,615,"More Fake News . This was photoshopped , obviously , but the wind was strong and the hair looks good ? Anything to deme …"
616,616,Read an excerpt from Think Like A Champion by Donald J . Trump :
617,617,"Superbowl Sunday is a great American tradition . The Colts and Saints are already champions , but may the best team win !"
618,618,"To unleash the full power of the Federal Government in this effort , today I am officially declaring a National Emer …"
619,619,More and more Americans seem fed up with both Parties - - - - I agree .
620,620,"I will never let our Post Office fail . It has been mismanaged for years , especially since the advent of the interne …"
621,621,"Be sure to stop by Trump Tower today - - I ' ll be signing copies of my new book "" Time To Get Tough "" from 11 am to 2 pm ."
622,622,Why was @ BarackObama selling guns to Mexican drug dealers ?
623,623,My beautiful wife Melania will be appearing on QVC this evening from 8 to 9 pm .
624,624,The Black community brilliantly turned their backs on Mini Mike because they know he is a pandering phony who never …
625,625,Rick Santorum making a strong point on the Newsmax - @ iontv debate : @ RickSantorum .
626,626,Exciting to see our Country starting to open up again !
627,627,Our Country wants to move safely forward . There is a tremendous pent up demand . We will open big !
628,628,@ USGovernment has done nothing to help @ AmandaKnox .
629,629,"Mini Mike Bloomberg ’ s debate performance tonight was perhaps the worst in the history of debates , and there have be …"
630,630,“ We have a president who has a vendetta against businesspeople and considers them the enemy . He ’ s also ( cont )
631,631,@ Obama - Iranian weapons killing Americans in Iraq ? What are u doing about this ?
632,632,Happy New Year to all my Jewish friends .
633,633,My @ todayshow interview where I reveal the new cast of Celebrity Apprentice and discuss the GOP primary field
634,634,"There is much talk that certain Democrats are going to be voting with Republicans on the Impeachment Hoax , so that …"
635,635,"Watching @ FoxNews on weekend afternoons is a total waste of time . We now have some great alternatives , like @ OANN ."
636,636,The Radical Left Democrats have gone absolutely crazy that I am doing daily Presidential News Conferences . They act …
637,637,15 DAYS TO SLOW THE SPREAD !
638,638,Thank you to everyone for all of the great reviews I have gotten on my State of the Union Speech . It was an immense …
639,639,Will be interviewed by @ JudgeJeanine tonight at 9 : 00 P . M . Eastern on @ FoxNews !
640,640,"I am working hard to expose the corruption and dishonesty in the Lamestream Media . That part is easy , the hard part is WHY ?"
641,641,THANK YOU NORTH CAROLINA ! # KAG2020
642,642,I want to thank all of our Great Government officials on the CoronaVirus Task Force who are working around the cloc …
643,643,"He ruins the brand : @ bobbeckel doesn ' t belong on @ FoxNews . As CM for Mondale in ' 84 , you lost 49 states . Sad !"
644,644,Read a great interview with Donald Trump that appeared in The New York Times Magazine :
645,645,Thank you !
646,646,"The new President of OPEC is Mahmoud Ahmadinejad ’ s confidant Rostam Ghasemi , a commander of the Revolutionar … ( cont )"
647,647,. @ MoInTheHouse Brooks is running for Congress in the Great State of Alabama . He is a huge supporter of the # MAGA Ag …
648,648,Tomorrow night ' s episode of The Apprentice delivers excitement at QVC along with appearances by Isaac Mizrahi and Cathie Black . 10 pm on NBC
649,649,"I am pleased to announce that our highly respected Ambassador to Germany , @ RichardGrenell , will become the Acting D …"
650,650,No taxes in Boehner or Reid Plan - - - - important victory for America .
651,651,My thoughts on @ andyroddick in today ' s # trumpvlog . . . .
652,652,Iowa and New Hampshire will not be moved from the Primary Schedule as long as I am President . Great tradition !
653,653,Getting ready to land in the Great State of Arizona !
654,654,"RE : Michael Jackson : "" He was a great friend and a spectacular entertainer . It ’ s a devastating loss ! "" - Donald J . Trump"
655,655,"Robert , we will end up stronger than ever before . Thank you !"
656,656,"Upon information and belief , Iran or its proxies are planning a sneak attack on U . S . troops and / or assets in Iraq . …"
657,657,"Jack Welch , former Chairman and CEO of GE , a business legend , has died . There was no corporate leader like “ neutron …"
658,658,Great editorial by @ SenRonJohnson !
659,659,@ BarackObama inherited $ 10 . 6 Trillion in National Debt - - - will leave after his first term with the Debt at over $ 17 . 6 Trillion .
660,660,"@ KarlRove ' s @ CrossroadsGPS new ad criticizes Obama for his excessive spending and debt , borrowing from China . Didn ' t Bush do the same thing ?"
661,661,"Good for the consumer , gasoline prices coming down !"
662,662,"As usual , Jay Powell and the Federal Reserve are slow to act . Germany and others are pumping money into their econo …"
663,663,Congratulations to Sleepy Joe Biden !
664,664,". . . . We will get through this together , and bats will be swinging before you know it . In the meantime , take care of …"
665,665,"To keep America Safe , we have fully rebuilt the U . S . Military – it is now stronger , more powerful , and more lethal …"
666,666,Keep talking about me : use # TrumpRoast to tweet about how good I look on @ ComedyCentral tonight at 10 : 30 / 9 : 30c
667,667,Trump International Tower in Chicago ranked 6th tallest building in world by Council on Tall Buildings & Urban Habitat
668,668,"Crazy Nancy Pelosi ’ s Impeachment Hoax has lifted Republican Congressional Polls ( she lost the House once before ! ) , …"
669,669,"Republicans watch out , the Democrats are already starting . . ."
670,670,"Major News Conference tonight , the White House at 6 : 00 P . M . ( Eastern ) , to explain Guidelines for OPENING UP AMERICA AGAIN !"
671,671,My wife Melania ' s interview with @ JoyVBehar from last night
672,672,"Thank you Scranton , Pennsylvania . It was a great evening !"
673,673,My proposal to the politically correct Automobile Companies would lower the average price of a car to consumers by …
674,674,# noratings @ Lawrence will soon be off tv - bad ratings - he has a face made for radio .
675,675,"Why didn ’ t the I . G . , who spent 8 years with the Obama Administration ( Did she Report on the failed H1N1 Swine Flu d …"
676,676,It was a great and triumphant evening for our Country . Thank you for all of the nice remarks and wonderful reviews …
677,677,"The White House CoronaVirus Task Force , headed by Vice President Mike Pence , has done a fantastic job of bringing t …"
678,678,@ BarackObama released documents late last Friday proving his administration was directly involved in sellin … ( cont )
679,679,. . . . Does anyone ever notice how few quotes from an actual person are given nowadays by the Lamestream Media . Very s …
680,680,Cryin ’ Chuck doesn ’ t have a clue . Couldn ’ t care less about the American Worker !
681,681,Will be starting The White House news conference at 5 : 30 P . M . Eastern .
682,682,THANK YOU @ MarkLevinShow !
683,683,""" Trading Shots with Donald Trump "" - - a great article in the Wall Street"
684,684,"American citizens ! We were long ahead of Dems , who were all against the BAN ."
685,685,Why does the federal government send foreign aid to China ? Unbelievable ! Washington is financing America ' s de … ( cont )
686,686,Read Ivanka ' s blog about last night ' s Apprentice on Entertainment Weekly
687,687,The Dollar is at an all - time WWII low against the Yen . The Fed ' s recklessness is going to lead to record inflation .
688,688,"Our case against lyin ’ , cheatin ’ , liddle ’ Adam “ Shifty ” Schiff , Cryin ’ Chuck Schumer , Nervous Nancy Pelosi , their l …"
689,689,"@ Johnboehner "" The worst thing you can possibly do in a deal is seem desperate to make it . "" - - The Art of the Deal"
690,690,George Steinbrenner was a great friend and a true legend . There will never be anyone like him in New York . We ' ve lost a truly great man .
691,691,I will be having a White House Press Conference today at 5 : 30 P . M . Thank you !
692,692,Four great candidates are under consideration at DNI . Decision within next few weeks !
693,693,My latest Celebrity Apprentice video blog . . .
694,694,# trumpvlog China is laughing . . . .
695,695,American sanctions alone cannot stop Iran ' s nuclear drive - - and @ BarackObama cannot get China and Russia to agree on new Iranian sanctions .
696,696,Great job being done by the @ VP and the CoronaVirus Task Force . Thank you !
697,697,"Government waste , fraud and abuse should be immediately addressed . This will help solve our deficit crisis both short and long term ."
698,698,"The Keystone pipeline will create 20 , 000 jobs and make us less energy dependent from the Middle East . @ BarackObama says No !"
699,699,Watch me play both golf and baseball tonight on Donald J . Trump ' s Fabulous World of Golf 9PM ET on Golf Channel . .
700,700,Unfortunately @ BarackObama ' s continued attack on the US $ will lead to ever rising gas prices at the pump and lots of other really bad things
701,701,"Just finished a meeting on Covid - 19 in the Situation Room , news conference coming up shortly . …"
702,702,"Heading to Arizona , big rally and big crowd ! # MAGA # KAG2020"
703,703,"Great new book just out , “ Taken for Granted , How Conservatives Can Win Back Americans That Liberalism Failed ” , by G …"
704,704,95 % Approval Rating in the Republican Party . Thank you !
705,705,"My interview with @ seanhannity discussing Iran , @ BarackObama ' s ineptitude , the GOP primary , the great Bob Vander ( cont )"
706,706,""" Think . That ’ s the first step . Use all your power to utilize and develop that capability "" - - Donald J . Trump"
707,707,"95 % Approval Rating in the Republican Party , 53 % overall . Not bad considering I get nothing but Fake & amp ; Corrupt News …"
708,708,"We can ’ t let the Fake News , and their partner , the Radical Left , Do Nothing Democrats , get away with stealing the E …"
709,709,Thank you @ GovBillLee and @ MariaLeeTN . My Administration will always be there for the Great People of Tennessee . To …
710,710,"Wishing everyone a Happy Memorial Day , and a thank you to all the soldiers who protected our great country ."
711,711,Americans Elect on track to put an Indy Presidential candidate on the ballot in all 50 states .
712,712,ObamaCare is a major threat to America ' s entrepreneurial spirit and competitiveness . Small businesses will b … ( cont )
713,713,A great crowd at Trump Tower for # TimeToGetTough book signing !
714,714,"The NYC casting call for The Apprentice is thisThursday , April 1 at Trump Tower . For all the information you need , go to NBC . com / casting ."
715,715,If these guys have any integrity they ' d say no to MSNBC - - a network that few watch and is very negative . @ AndrewBreitbart re debate .
716,716,I only signed the Defense Production Act to combat the Chinese Virus should we need to invoke it in a worst case sc …
717,717,The pressure on the debt ceiling is on @ BarackObama . . . . # trumpvlog
718,718,My new book tells some harsh truths and lays out some bold plans . Time for America to be # 1 again . # TimeToGetTough
719,719,This is not about the ridiculous Green New Deal . It is about putting our great workers and companies BACK TO WORK !
720,720,. @ TomMcClintock is a strong Conservative Leader who will always fight for the people of California . He fully suppor …
721,721,You know what is the worst part of @ BarackObama ' s Tuesday speech playing class warfare - - we paid for it with our tax dollars .
722,722,Tomorrow we ' ll be going to Panama for the opening of our new hotel . It ' s a fantastic building in a fantastic location .
723,723,White House news conference today at 5 : 45 P . M . Eastern . Thank you !
724,724,"96 % Approval Rating in the Republican Party . Thank you ! Also , just out , highest ever Approval Rating overall in the …"
725,725,USMCA is a massive win for American manufacturers and auto workers !
726,726,Obama Care is already having a devastating impact on our economy .
727,727,"I , for one , am glad to see he is back , and well !"
728,728,""" Keep it fast , short and direct - whatever it is . "" - - Donald J . Trump"
729,729,# PrayForNashville
730,730,"Now it looks like the fore person in the jury , in the Roger Stone case , had significant bias . Add that to everythin …"
731,731,Be sure to tune in and watch Donald Trump on Late Night with David Letterman as he presents the Top Ten List tonight !
732,732,Watch the 2011 # MissUniverse Pageant tonight at 9PM on NBC . . .
733,733,The Media is hopeless . Too bad !
734,734,A preview of this Sunday ' s The Celebrity Apprentice
735,735,"Cryin ’ Chuck Schumer said , “ You will pay the price for this . You won ’ t know what HIT YOU . ” That is far beyond simpl …"
736,736,"A full & amp ; complete Endorsement for @ RepDonBacon , who is doing a great job . Strong on crime , loves our Military , Vets …"
737,737,Friday is the last day to enter the Counting Sheep for Hire contest . Click here www . youtube . com / user / mattressserta and you could win a trip
738,738,“ The Art of an Oil Deal ”
739,739,My best wishes to everyone for a Happy Thanksgiving !
740,740,7 Devastating Revelations About Crossfire Hurricane In New Releases The greatest politica …
741,741,Mini Mike Bloomberg just “ quit ” the race for President . I could have told him long ago that he didn ’ t have what it …
742,742,"Forbes Travel Guide has unveiled its 54th annual listing of Five and Four - Star hotels , restaurants and spas … ( cont )"
743,743,""" A real president should take pride in saving and spending your money wisely , not funneling it to his cronies ( cont )"
744,744,"For the people that are now out of work because of the important and necessary containment policies , for instance t …"
745,745,A great & amp ; wonderful woman !
746,746,A Great Guy !
747,747,"Look forward to being with all of my friends and supporters @ CPAC on Saturday , February 29th ! # KAG2020"
748,748,My @ FoxNews interview last night with @ Gretawire
749,749,@ BarackObama is so inept that I think he simply made a mistake in originally scheduling the Joint Session on September 7th . Just sad .
750,750,I urge the Senate and House to pass the Paycheck Protection Program and Health Care Enhancement Act with additional …
751,751,Cuomo wants “ all states to be treated the same . ” But all states aren ’ t the same . Some are being hit hard by the Chi …
752,752,Thank you
753,753,"The Radical Left , Do Nothing Democrats keep chanting “ fairness ” , when they put on the most unfair Witch Hunt in the …"
754,754,THE UNITED STATES LOVES ITALY !
755,755,The hard working men and women of @ UPS are working overtime to maintain our supply chain and deliver medical suppli …
756,756,"Governor @ GavinNewsom of California has been very nice & amp ; highly supportive about the great job we have done , worki …"
757,757,"It is my great honor to declare Sunday , March 15th as a National Day of Prayer . We are a Country that , throughout o …"
758,758,"While alternative energy is vital for America ' s future , the volatility of the industry shows that the technolo … ( cont )"
